,hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,total_guests,has_children,has_babies,is_family,total_stay_nights,has_agent,has_company,total_previous_bookings,previous_cancellation_rate,has_previous_cancellation,has_booking_changes,room_type_changed
10,Resort Hotel,1,23,2015,July,27,1,0,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,agent_240,no company,0,Transient,123.0,0,0,2,0,0,0,4,1,0,0,0.0,0,0,0
11,Resort Hotel,0,35,2015,July,27,1,0,4,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,agent_240,no company,0,Transient,145.0,0,0,2,0,0,0,4,1,0,0,0.0,0,0,0
12,Resort Hotel,0,68,2015,July,27,1,0,4,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,E,0,No Deposit,agent_240,no company,0,Transient,97.0,0,3,2,0,0,0,4,1,0,0,0.0,0,0,1
13,Resort Hotel,0,18,2015,July,27,1,0,4,2,1,0,HB,ESP,Online TA,TA/TO,0,0,0,G,G,1,No Deposit,agent_241,no company,0,Transient,154.77,0,1,3,1,0,1,4,1,0,0,0.0,0,1,0
14,Resort Hotel,0,37,2015,July,27,1,0,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,agent_241,no company,0,Transient,94.71,0,0,2,0,0,0,4,1,0,0,0.0,0,0,0
15,Resort Hotel,0,68,2015,July,27,1,0,4,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,E,0,No Deposit,agent_240,no company,0,Transient,97.0,0,3,2,0,0,0,4,1,0,0,0.0,0,0,1
16,Resort Hotel,0,37,2015,July,27,1,0,4,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,agent_8,no company,0,Contract,97.5,0,0,2,0,0,0,4,1,0,0,0.0,0,0,0
17,Resort Hotel,0,12,2015,July,27,1,0,1,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,E,0,No Deposit,agent_240,no company,0,Transient,88.2,0,0,2,0,0,0,1,1,0,0,0.0,0,0,1
18,Resort Hotel,0,0,2015,July,27,1,0,1,2,0,0,BB,FRA,Corporate,Corporate,0,0,0,A,G,0,No Deposit,no agent,company_110,0,Transient,107.42,0,0,2,0,0,0,1,0,1,0,0.0,0,0,1
19,Resort Hotel,0,7,2015,July,27,1,0,4,2,0,0,BB,GBR,Direct,Direct,0,0,0,G,G,0,No Deposit,agent_250,no company,0,Transient,153.0,0,1,2,0,0,0,4,1,0,0,0.0,0,0,0
20,Resort Hotel,0,37,2015,July,27,1,1,4,1,0,0,BB,GBR,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,agent_241,no company,0,Transient,97.29,0,1,1,0,0,0,5,1,0,0,0.0,0,0,0
21,Resort Hotel,0,72,2015,July,27,1,2,4,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,agent_250,no company,0,Transient,84.67,0,1,2,0,0,0,6,1,0,0,0.0,0,1,0
22,Resort Hotel,0,72,2015,July,27,1,2,4,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,agent_250,no company,0,Transient,84.67,0,1,2,0,0,0,6,1,0,0,0.0,0,1,0
23,Resort Hotel,0,72,2015,July,27,1,2,4,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,D,1,No Deposit,agent_250,no company,0,Transient,99.67,0,1,2,0,0,0,6,1,0,0,0.0,0,1,0
24,Resort Hotel,0,127,2015,July,27,1,2,5,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,D,I,0,No Deposit,agent_115,no company,0,Contract,94.95,0,1,2,0,0,0,7,1,0,0,0.0,0,0,1
25,Resort Hotel,0,78,2015,July,27,1,2,5,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,agent_5,no company,0,Transient,63.6,1,0,2,0,0,0,7,1,0,0,0.0,0,0,0
26,Resort Hotel,0,48,2015,July,27,1,2,5,2,0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,agent_8,no company,0,Contract,79.5,0,0,2,0,0,0,7,1,0,0,0.0,0,0,0
27,Resort Hotel,1,60,2015,July,27,1,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,agent_240,no company,0,Transient,107.0,0,2,2,0,0,0,7,1,0,0,0.0,0,0,0
28,Resort Hotel,0,77,2015,July,27,1,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,agent_240,no company,0,Transient,94.0,0,0,2,0,0,0,7,1,0,0,0.0,0,0,0
29,Resort Hotel,0,99,2015,July,27,1,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,agent_240,no company,0,Transient,87.3,1,1,2,0,0,0,7,1,0,0,0.0,0,0,0
30,Resort Hotel,0,118,2015,July,27,1,4,10,1,0,0,BB,Unknown,Direct,Direct,0,0,0,A,A,2,No Deposit,no agent,no company,0,Transient,62.0,0,2,1,0,0,0,14,0,0,0,0.0,0,1,0
31,Resort Hotel,0,95,2015,July,27,1,4,11,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,agent_241,no company,0,Transient,63.86,0,0,2,0,0,0,15,1,0,0,0.0,0,0,0
32,Resort Hotel,1,96,2015,July,27,1,2,8,2,0,0,BB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,no agent,no company,0,Transient,108.3,0,2,2,0,0,0,10,0,0,0,0.0,0,0,0
33,Resort Hotel,0,69,2015,July,27,2,2,4,2,0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,A,C,0,No Deposit,agent_175,no company,0,Transient,65.5,0,0,2,0,0,0,6,1,0,0,0.0,0,0,1
34,Resort Hotel,1,45,2015,July,27,2,1,3,3,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,agent_241,no company,0,Transient,108.8,0,1,3,0,0,0,4,1,0,0,0.0,0,0,0
35,Resort Hotel,1,40,2015,July,27,2,1,3,3,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,agent_241,no company,0,Transient,108.8,0,1,3,0,0,0,4,1,0,0,0.0,0,0,0
36,Resort Hotel,0,15,2015,July,27,2,1,3,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,agent_240,no company,0,Transient,98.0,0,0,2,0,0,0,4,1,0,0,0.0,0,0,1
37,Resort Hotel,0,36,2015,July,27,2,1,3,3,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,agent_241,no company,0,Transient,108.8,0,1,3,0,0,0,4,1,0,0,0.0,0,0,0
38,Resort Hotel,1,43,2015,July,27,2,1,3,3,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,agent_241,no company,0,Transient,108.8,0,0,3,0,0,0,4,1,0,0,0.0,0,0,0
39,Resort Hotel,0,70,2015,July,27,2,2,3,2,0,0,HB,ROU,Direct,Direct,0,0,0,E,E,0,No Deposit,agent_250,no company,0,Transient,137.0,0,1,2,0,0,0,5,1,0,0,0.0,0,0,0
40,Resort Hotel,1,45,2015,July,27,2,2,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,agent_241,no company,0,Transient,117.81,0,0,2,0,0,0,5,1,0,0,0.0,0,0,0
41,Resort Hotel,0,45,2015,July,27,2,2,3,2,0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,agent_8,no company,0,Contract,79.5,0,0,2,0,0,0,5,1,0,0,0.0,0,0,0
42,Resort Hotel,0,16,2015,July,27,2,2,3,2,0,0,BB,ESP,Direct,Direct,0,0,0,F,F,0,No Deposit,no agent,no company,0,Transient,123.0,0,0,2,0,0,0,5,0,0,0,0.0,0,0,0
43,Resort Hotel,0,70,2015,July,27,2,2,3,2,0,0,HB,ROU,Direct,Direct,0,0,0,E,E,0,No Deposit,agent_250,no company,0,Transient,137.0,0,1,2,0,0,0,5,1,0,0,0.0,0,0,0
44,Resort Hotel,0,107,2015,July,27,2,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,agent_240,no company,0,Transient,110.7,0,2,2,0,0,0,7,1,0,0,0.0,0,0,0
45,Resort Hotel,1,47,2015,July,27,2,2,5,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,agent_240,no company,0,Transient,153.0,0,0,4,1,0,1,7,1,0,0,0.0,0,0,0
46,Resort Hotel,0,96,2015,July,27,2,2,5,2,0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,agent_134,no company,0,Transient,58.95,0,1,2,0,0,0,7,1,0,0,0.0,0,0,0
47,Resort Hotel,0,113,2015,July,27,2,2,5,2,0,0,BB,NOR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,agent_156,no company,0,Transient-Party,82.88,0,2,2,0,0,0,7,1,0,0,0.0,0,0,0
48,Resort Hotel,0,90,2015,July,27,2,2,5,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,B,1,No Deposit,agent_243,no company,0,Contract,82.35,0,0,2,0,0,0,7,1,0,0,0.0,0,1,1
49,Resort Hotel,0,50,2015,July,27,2,2,5,2,0,0,HB,IRL,Online TA,TA/TO,0,0,0,E,F,1,No Deposit,agent_241,no company,0,Transient,119.35,0,1,2,0,0,0,7,1,0,0,0.0,0,1,1
50,Resort Hotel,0,113,2015,July,27,2,2,5,2,0,0,BB,NOR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,agent_156,no company,0,Transient-Party,67.58,0,2,2,0,0,0,7,1,0,0,0.0,0,0,0
51,Resort Hotel,0,93,2015,July,27,2,3,8,2,0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,agent_156,no company,0,Contract,56.01,0,0,2,0,0,0,11,1,0,0,0.0,0,0,0
52,Resort Hotel,0,76,2015,July,27,2,4,10,2,0,0,BB,OMN,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,agent_243,no company,0,Contract,110.7,0,0,2,0,0,0,14,1,0,0,0.0,0,0,0
53,Resort Hotel,0,3,2015,July,27,2,0,1,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,agent_240,no company,0,Transient,88.2,1,0,2,0,0,0,1,1,0,0,0.0,0,0,1
54,Resort Hotel,0,1,2015,July,27,2,0,1,2,0,0,BB,ARG,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,agent_240,no company,0,Transient,147.0,1,0,2,0,0,0,1,1,0,0,0.0,0,0,0
55,Resort Hotel,0,1,2015,July,27,2,0,1,2,2,0,BB,ESP,Direct,Direct,0,0,0,C,C,0,No Deposit,no agent,no company,0,Transient,107.0,1,2,4,1,0,1,1,0,0,0,0.0,0,0,0
56,Resort Hotel,0,0,2015,July,27,2,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,H,H,0,No Deposit,no agent,no company,0,Transient,147.0,0,0,2,0,0,0,1,0,0,0,0.0,0,0,0
57,Resort Hotel,0,0,2015,July,27,2,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,agent_240,no company,0,Transient,117.9,0,2,2,0,0,0,1,1,0,0,0.0,0,0,1
58,Resort Hotel,0,0,2015,July,27,2,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,G,G,0,No Deposit,no agent,no company,0,Transient,123.0,0,0,2,0,0,0,1,0,0,0,0.0,0,0,0
59,Resort Hotel,0,14,2015,July,27,2,0,2,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,agent_242,no company,0,Transient,98.0,0,1,2,0,0,0,2,1,0,0,0.0,0,0,1
60,Resort Hotel,0,10,2015,July,27,2,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,agent_241,no company,0,Transient,117.81,0,0,2,0,0,0,2,1,0,0,0.0,0,0,0
61,Resort Hotel,0,5,2015,July,27,2,0,2,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,agent_240,no company,0,Transient,135.0,1,2,2,0,0,0,2,1,0,0,0.0,0,0,0
62,Resort Hotel,0,17,2015,July,27,2,0,3,2,0,0,BB,ESP,Direct,Direct,0,0,0,F,F,0,No Deposit,agent_250,no company,0,Transient,133.0,0,1,2,0,0,0,3,1,0,0,0.0,0,0,0
63,Resort Hotel,0,93,2015,July,27,2,0,3,2,0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,A,C,0,No Deposit,agent_115,no company,0,Contract,58.95,0,0,2,0,0,0,3,1,0,0,0.0,0,0,1
64,Resort Hotel,1,3,2015,July,27,2,0,3,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,agent_240,no company,0,Transient,136.33,0,2,2,0,0,0,3,1,0,0,0.0,0,0,0
65,Resort Hotel,0,10,2015,July,27,3,0,2,2,2,0,BB,USA,Online TA,TA/TO,0,0,0,G,H,0,No Deposit,agent_240,no company,0,Transient,153.0,1,0,4,1,0,1,2,1,0,0,0.0,0,0,1
66,Resort Hotel,0,3,2015,July,27,3,0,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,agent_240,no company,0,Transient,110.5,0,0,2,0,0,0,2,1,0,0,0.0,0,0,1
67,Resort Hotel,0,51,2015,July,27,3,0,2,2,0,0,BB,POL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,agent_242,no company,0,Transient,97.0,0,0,2,0,0,0,2,1,0,0,0.0,0,0,0
68,Resort Hotel,1,71,2015,July,27,3,0,2,3,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,agent_242,no company,0,Transient,110.3,0,2,3,0,0,0,2,1,0,0,0.0,0,0,0
69,Resort Hotel,1,63,2015,July,27,3,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,agent_240,no company,0,Transient,82.0,0,2,2,0,0,0,2,1,0,0,0.0,0,0,0
70,Resort Hotel,1,62,2015,July,27,3,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,agent_240,no company,0,Transient,97.0,0,1,2,0,0,0,2,1,0,0,0.0,0,0,0
71,Resort Hotel,1,101,2015,July,27,3,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,agent_240,no company,0,Transient,73.8,0,1,2,0,0,0,2,1,0,0,0.0,0,0,0
72,Resort Hotel,0,2,2015,July,27,3,0,2,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,agent_3,no company,0,Transient,91.5,0,0,2,0,0,0,2,1,0,0,0.0,0,0,0
73,Resort Hotel,0,15,2015,July,27,3,0,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,agent_240,no company,0,Transient,114.5,0,0,2,0,0,0,2,1,0,0,0.0,0,0,0
74,Resort Hotel,1,51,2015,July,27,3,0,2,3,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,agent_242,no company,0,Transient,110.3,0,0,3,0,0,0,2,1,0,0,0.0,0,0,0
75,Resort Hotel,0,3,2015,July,27,3,1,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,agent_240,no company,0,Transient,90.9,1,0,2,0,0,0,3,1,0,0,0.0,0,0,0
76,Resort Hotel,1,48,2015,July,27,3,1,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,agent_240,no company,0,Transient,123.0,0,0,2,0,0,0,3,1,0,0,0.0,0,0,0
77,Resort Hotel,0,2,2015,July,27,3,2,2,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,agent_240,no company,0,Transient,122.0,0,0,1,0,0,0,4,1,0,0,0.0,0,0,0
78,Resort Hotel,0,72,2015,July,27,3,2,2,2,0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,agent_105,no company,0,Transient,110.7,1,0,2,0,0,0,4,1,0,0,0.0,0,0,0
79,Resort Hotel,0,81,2015,July,27,3,2,6,3,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,agent_5,no company,0,Transient,85.86,0,0,3,0,0,0,8,1,0,0,0.0,0,0,0
80,Resort Hotel,0,99,2015,July,27,3,2,7,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,agent_40,no company,0,Contract,58.95,0,0,2,0,0,0,9,1,0,0,0.0,0,0,0
81,Resort Hotel,1,368,2015,July,27,3,3,7,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,agent_40,no company,0,Contract,55.68,0,0,2,0,0,0,10,1,0,0,0.0,0,0,0
82,Resort Hotel,0,364,2015,July,27,3,3,7,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,agent_40,no company,0,Contract,55.68,0,0,2,0,0,0,10,1,0,0,0.0,0,0,0
83,Resort Hotel,1,81,2015,July,27,3,3,7,2,0,0,HB,PRT,Direct,Direct,0,0,0,A,A,2,No Deposit,agent_250,no company,0,Transient,124.0,0,1,2,0,0,0,10,1,0,0,0.0,0,1,0
84,Resort Hotel,0,99,2015,July,27,3,3,7,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,agent_115,no company,0,Contract,111.15,0,0,2,0,0,0,10,1,0,0,0.0,0,0,0
85,Resort Hotel,0,324,2015,July,27,3,4,10,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,agent_40,no company,0,Contract,134.73,0,0,2,0,0,0,14,1,0,0,0.0,0,0,0
86,Resort Hotel,0,69,2015,July,27,3,4,10,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,F,F,1,No Deposit,agent_241,no company,0,Transient,92.45,0,1,2,0,0,0,14,1,0,0,0.0,0,1,0
87,Resort Hotel,1,79,2015,July,27,3,6,15,2,1,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,agent_242,no company,0,Transient,108.73,0,2,3,1,0,1,21,1,0,0,0.0,0,0,0
88,Resort Hotel,0,12,2015,July,27,3,0,1,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,agent_240,no company,0,Transient,73.8,0,0,2,0,0,0,1,1,0,0,0.0,0,0,1
89,Resort Hotel,0,9,2015,July,27,3,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,agent_240,no company,0,Transient,98.0,1,2,2,0,0,0,1,1,0,0,0.0,0,0,1
90,Resort Hotel,0,1,2015,July,27,3,0,1,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,agent_240,no company,0,Transient,131.0,0,1,2,0,0,0,1,1,0,0,0.0,0,0,1
91,Resort Hotel,0,21,2015,July,27,3,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,agent_240,no company,0,Transient,123.0,0,0,2,0,0,0,1,1,0,0,0.0,0,0,0
92,Resort Hotel,0,9,2015,July,27,3,0,1,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,agent_241,no company,0,Transient,94.71,0,0,2,0,0,0,1,1,0,0,0.0,0,0,0
93,Resort Hotel,0,109,2015,July,27,3,0,1,2,0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,agent_240,no company,0,Transient,123.0,0,2,2,0,0,0,1,1,0,0,0.0,0,0,0
94,Resort Hotel,1,109,2015,July,27,3,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,agent_240,no company,0,Transient,123.0,0,1,2,0,0,0,2,1,0,0,0.0,0,0,0
95,Resort Hotel,1,72,2015,July,27,3,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,agent_240,no company,0,Transient,73.8,0,1,2,0,0,0,2,1,0,0,0.0,0,0,0
96,Resort Hotel,1,63,2015,July,27,3,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,agent_242,no company,0,Transient,117.0,0,1,2,0,0,0,7,1,0,0,0.0,0,0,0
97,Resort Hotel,0,63,2015,July,27,3,2,5,3,0,0,HB,ESP,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,agent_105,no company,0,Transient,196.54,0,1,3,0,0,0,7,1,0,0,0.0,0,0,0
98,Resort Hotel,0,101,2015,July,27,3,2,5,2,1,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,agent_240,no company,0,Transient,99.3,1,2,3,1,0,1,7,1,0,0,0.0,0,0,0
99,Resort Hotel,0,102,2015,July,27,3,2,5,2,0,0,BB,DEU,Direct,Direct,0,0,0,E,E,0,No Deposit,agent_250,no company,0,Transient,90.95,0,0,2,0,0,0,7,1,0,0,0.0,0,0,0
100,Resort Hotel,0,4,2015,July,27,4,2,1,2,0,0,BB,ESP,Direct,Direct,0,0,0,A,C,0,No Deposit,agent_250,no company,0,Transient,92.67,0,1,2,0,0,0,3,1,0,0,0.0,0,0,1
101,Resort Hotel,0,98,2015,July,27,4,2,1,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,agent_8,no company,0,Transient,71.55,1,0,2,0,0,0,3,1,0,0,0.0,0,0,0
102,Resort Hotel,0,92,2015,July,27,4,2,4,1,2,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,F,F,0,No Deposit,agent_241,no company,0,Transient,96.49,0,2,3,1,0,1,6,1,0,0,0.0,0,0,0
103,Resort Hotel,0,95,2015,July,27,4,2,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,agent_240,no company,0,Transient,85.8,1,2,2,0,0,0,6,1,0,0,0.0,0,0,1
104,Resort Hotel,0,102,2015,July,27,4,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,agent_240,no company,0,Transient,96.3,0,1,2,0,0,0,7,1,0,0,0.0,0,0,0
105,Resort Hotel,1,26,2015,July,27,4,2,5,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,agent_240,no company,0,Transient,163.0,0,0,4,1,0,1,7,1,0,0,0.0,0,0,0
106,Resort Hotel,1,73,2015,July,27,4,2,5,3,0,0,HB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,agent_250,no company,0,Transient,172.0,0,1,3,0,0,0,7,1,0,0,0.0,0,0,0
107,Resort Hotel,1,102,2015,July,27,4,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,agent_240,no company,0,Transient,110.7,0,1,2,0,0,0,7,1,0,0,0.0,0,0,0
108,Resort Hotel,0,115,2015,July,27,4,2,5,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,agent_134,no company,0,Transient,58.95,0,1,2,0,0,0,7,1,0,0,0.0,0,0,0
109,Resort Hotel,0,102,2015,July,27,4,2,5,2,0,1,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,agent_240,no company,0,Transient,73.8,0,2,3,0,1,1,7,1,0,0,0.0,0,0,0
110,Resort Hotel,0,86,2015,July,27,4,2,5,2,0,0,BB,CHE,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,agent_240,no company,0,Transient,97.0,0,2,2,0,0,0,7,1,0,0,0.0,0,0,0
111,Resort Hotel,0,78,2015,July,27,4,2,5,2,0,1,HB,PRT,Online TA,TA/TO,0,0,0,E,F,0,No Deposit,agent_240,no company,0,Transient,139.0,0,2,3,0,1,1,7,1,0,0,0.0,0,0,1
112,Resort Hotel,0,52,2015,July,27,4,2,5,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,agent_147,no company,0,Transient,67.24,0,0,2,0,0,0,7,1,0,0,0.0,0,0,0
113,Resort Hotel,0,29,2015,July,27,4,2,6,3,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,agent_241,no company,0,Transient,116.5,0,1,3,0,0,0,8,1,0,0,0.0,0,0,0
